-,Item Description,Pen Type,Need Date,Needed Qty,Yield,Cost ($),Lead Time (d),Build Qty,Build Cost
10006,Metal Ring,Fine Point Pen,45957,100,100,0.3,3,100,30
10006,Metal Ring,Fine Point Pen,45987,100,100,0.3,3,100,30
10006,Metal Ring,Fine Point Pen,46018,100,100,0.3,3,100,30
10006,Metal Ring,Fine Point Pen,46049,100,100,0.3,3,100,30
10006,Metal Ring,Fine Point Pen,46077,100,100,0.3,3,100,30
10006,Metal Ring,Fine Point Pen,46108,100,100,0.3,3,100,30
10006,Metal Ring,Fine Point Pen,46138,100,100,0.3,3,100,30
10006,Metal Ring,Fine Point Pen,46169,100,100,0.3,3,100,30
10006,Metal Ring,Fine Point Pen,46199,100,100,0.3,3,100,30
10006,Metal Ring,Fine Point Pen,46230,100,100,0.3,3,100,30
10006,Metal Ring,Fine Point Pen,46261,100,100,0.3,3,100,30
10006,Metal Ring,Fine Point Pen,46291,100,100,0.3,3,100,30
10006,Metal Ring,Fine Point Pen,46322,100,100,0.3,3,100,30
10006,Metal Ring,Fine Point Pen,46352,100,100,0.3,3,100,30
10006,Metal Ring,Medium Point Pen,45653,300,100,0.3,3,300,90
10006,Metal Ring,Medium Point Pen,45684,300,100,0.3,3,300,90
10006,Metal Ring,Medium Point Pen,45712,300,100,0.3,3,300,90
10006,Metal Ring,Medium Point Pen,45743,300,100,0.3,3,300,90
10006,Metal Ring,Medium Point Pen,45773,300,100,0.3,3,300,90
10006,Metal Ring,Medium Point Pen,45804,300,100,0.3,3,300,90
10006,Metal Ring,Medium Point Pen,45834,300,100,0.3,3,300,90
10006,Metal Ring,Medium Point Pen,45865,300,100,0.3,3,300,90
10006,Metal Ring,Medium Point Pen,45896,300,100,0.3,3,300,90
10006,Metal Ring,Medium Point Pen,45926,300,100,0.3,3,300,90
10006,Metal Ring,Medium Point Pen,45957,300,100,0.3,3,300,90
10006,Metal Ring,Medium Point Pen,45987,300,100,0.3,3,300,90
10006,Metal Ring,Medium Point Pen,46018,300,100,0.3,3,300,90
10006,Metal Ring,Medium Point Pen,46049,300,100,0.3,3,300,90
10006,Metal Ring,Medium Point Pen,46077,300,100,0.3,3,300,90
10006,Metal Ring,Medium Point Pen,46108,300,100,0.3,3,300,90
10006,Metal Ring,Medium Point Pen,46138,300,100,0.3,3,300,90
10006,Metal Ring,Medium Point Pen,46169,300,100,0.3,3,300,90
10006,Metal Ring,Medium Point Pen,46199,300,100,0.3,3,300,90
10006,Metal Ring,Medium Point Pen,46230,300,100,0.3,3,300,90
10006,Metal Ring,Medium Point Pen,46261,300,100,0.3,3,300,90
10006,Metal Ring,Medium Point Pen,46291,300,100,0.3,3,300,90
10006,Metal Ring,Medium Point Pen,46322,300,100,0.3,3,300,90
10006,Metal Ring,Medium Point Pen,46352,300,100,0.3,3,300,90
10006,Metal Ring,Bold Point Pen,45653,150,100,0.3,3,150,45
10006,Metal Ring,Bold Point Pen,45684,150,100,0.3,3,150,45
10006,Metal Ring,Bold Point Pen,45712,150,100,0.3,3,150,45
10006,Metal Ring,Bold Point Pen,45743,150,100,0.3,3,150,45
10006,Metal Ring,Bold Point Pen,45773,150,100,0.3,3,150,45
10006,Metal Ring,Bold Point Pen,45804,150,100,0.3,3,150,45
10006,Metal Ring,Bold Point Pen,45834,150,100,0.3,3,150,45
10006,Metal Ring,Bold Point Pen,45865,150,100,0.3,3,150,45
10006,Metal Ring,Bold Point Pen,45896,150,100,0.3,3,150,45
10006,Metal Ring,Bold Point Pen,45926,150,100,0.3,3,150,45
10006,Metal Ring,Bold Point Pen,45957,150,100,0.3,3,150,45
10006,Metal Ring,Bold Point Pen,45987,150,100,0.3,3,150,45
10006,Metal Ring,Bold Point Pen,46018,150,100,0.3,3,150,45
10006,Metal Ring,Bold Point Pen,46049,150,100,0.3,3,150,45
10006,Metal Ring,Bold Point Pen,46077,150,100,0.3,3,150,45
10006,Metal Ring,Bold Point Pen,46108,150,100,0.3,3,150,45
10006,Metal Ring,Bold Point Pen,46138,150,100,0.3,3,150,45
10006,Metal Ring,Bold Point Pen,46169,150,100,0.3,3,150,45
10006,Metal Ring,Bold Point Pen,46199,150,100,0.3,3,150,45
10006,Metal Ring,Bold Point Pen,46230,150,100,0.3,3,150,45
10006,Metal Ring,Bold Point Pen,46261,150,100,0.3,3,150,45
10006,Metal Ring,Bold Point Pen,46291,150,100,0.3,3,150,45
10006,Metal Ring,Bold Point Pen,46322,150,100,0.3,3,150,45
10006,Metal Ring,Bold Point Pen,46352,150,100,0.3,3,150,45
20002,Fine Ballpoint Tip,Fine Point Pen,45653,50,90,0.75,6,55,41.25
20002,Fine Ballpoint Tip,Fine Point Pen,45684,50,90,0.75,6,55,41.25
20002,Fine Ballpoint Tip,Fine Point Pen,45712,50,90,0.75,6,55,41.25
20002,Fine Ballpoint Tip,Fine Point Pen,45743,50,90,0.75,6,55,41.25
20002,Fine Ballpoint Tip,Fine Point Pen,45773,50,90,0.75,6,55,41.25
20002,Fine Ballpoint Tip,Fine Point Pen,45804,50,90,0.75,6,55,41.25
20002,Fine Ballpoint Tip,Fine Point Pen,45834,50,90,0.75,6,55,41.25
20002,Fine Ballpoint Tip,Fine Point Pen,45865,50,90,0.75,6,55,41.25
20002,Fine Ballpoint Tip,Fine Point Pen,45896,50,90,0.75,6,55,41.25
20002,Fine Ballpoint Tip,Fine Point Pen,45926,50,90,0.75,6,55,41.25
20002,Fine Ballpoint Tip,Fine Point Pen,45957,50,90,0.75,6,55,41.25
20002,Fine Ballpoint Tip,Fine Point Pen,45987,50,90,0.75,6,55,41.25
20002,Fine Ballpoint Tip,Fine Point Pen,46018,50,90,0.75,6,55,41.25
20002,Fine Ballpoint Tip,Fine Point Pen,46049,50,90,0.75,6,55,41.25
20002,Fine Ballpoint Tip,Fine Point Pen,46077,50,90,0.75,6,55,41.25
20002,Fine Ballpoint Tip,Fine Point Pen,46108,50,90,0.75,6,55,41.25
20002,Fine Ballpoint Tip,Fine Point Pen,46138,50,90,0.75,6,55,41.25
20002,Fine Ballpoint Tip,Fine Point Pen,46169,50,90,0.75,6,55,41.25
20002,Fine Ballpoint Tip,Fine Point Pen,46199,50,90,0.75,6,55,41.25
20002,Fine Ballpoint Tip,Fine Point Pen,46230,50,90,0.75,6,55,41.25
20002,Fine Ballpoint Tip,Fine Point Pen,46261,50,90,0.75,6,55,41.25
20002,Fine Ballpoint Tip,Fine Point Pen,46291,50,90,0.75,6,55,41.25
20002,Fine Ballpoint Tip,Fine Point Pen,46322,50,90,0.75,6,55,41.25
20002,Fine Ballpoint Tip,Fine Point Pen,46352,50,90,0.75,6,55,41.25
30002,Medium Ballpoint Tip,Medium Point Pen,45653,50,90,0.9,6,55,49.5
30002,Medium Ballpoint Tip,Medium Point Pen,45684,50,90,0.9,6,55,49.5
30002,Medium Ballpoint Tip,Medium Point Pen,45712,50,90,0.9,6,55,49.5
30002,Medium Ballpoint Tip,Medium Point Pen,45743,50,90,0.9,6,55,49.5
30002,Medium Ballpoint Tip,Medium Point Pen,45773,50,90,0.9,6,55,49.5
30002,Medium Ballpoint Tip,Medium Point Pen,45804,50,90,0.9,6,55,49.5
30002,Medium Ballpoint Tip,Medium Point Pen,45834,50,90,0.9,6,55,49.5
30002,Medium Ballpoint Tip,Medium Point Pen,45865,50,90,0.9,6,55,49.5
30002,Medium Ballpoint Tip,Medium Point Pen,45896,50,90,0.9,6,55,49.5
30002,Medium Ballpoint Tip,Medium Point Pen,45926,50,90,0.9,6,55,49.5
30002,Medium Ballpoint Tip,Medium Point Pen,45957,50,90,0.9,6,55,49.5
30002,Medium Ballpoint Tip,Medium Point Pen,45987,50,90,0.9,6,55,49.5
30002,Medium Ballpoint Tip,Medium Point Pen,46018,50,90,0.9,6,55,49.5
30002,Medium Ballpoint Tip,Medium Point Pen,46049,50,90,0.9,6,55,49.5
30002,Medium Ballpoint Tip,Medium Point Pen,46077,50,90,0.9,6,55,49.5
30002,Medium Ballpoint Tip,Medium Point Pen,46108,50,90,0.9,6,55,49.5
30002,Medium Ballpoint Tip,Medium Point Pen,46138,50,90,0.9,6,55,49.5
30002,Medium Ballpoint Tip,Medium Point Pen,46169,50,90,0.9,6,55,49.5
30002,Medium Ballpoint Tip,Medium Point Pen,46199,50,90,0.9,6,55,49.5
30002,Medium Ballpoint Tip,Medium Point Pen,46230,50,90,0.9,6,55,49.5
30002,Medium Ballpoint Tip,Medium Point Pen,46261,50,90,0.9,6,55,49.5
30002,Medium Ballpoint Tip,Medium Point Pen,46291,50,90,0.9,6,55,49.5
30002,Medium Ballpoint Tip,Medium Point Pen,46322,50,90,0.9,6,55,49.5
30002,Medium Ballpoint Tip,Medium Point Pen,46352,50,90,0.9,6,55,49.5
40002,Bold Ballpoint Tip,Bold Point Pen,45653,50,90,1.2,6,55,66
40002,Bold Ballpoint Tip,Bold Point Pen,45684,50,90,1.2,6,55,66
40002,Bold Ballpoint Tip,Bold Point Pen,45712,50,90,1.2,6,55,66
40002,Bold Ballpoint Tip,Bold Point Pen,45743,50,90,1.2,6,55,66
40002,Bold Ballpoint Tip,Bold Point Pen,45773,50,90,1.2,6,55,66
40002,Bold Ballpoint Tip,Bold Point Pen,45804,50,90,1.2,6,55,66
40002,Bold Ballpoint Tip,Bold Point Pen,45834,50,90,1.2,6,55,66
40002,Bold Ballpoint Tip,Bold Point Pen,45865,50,90,1.2,6,55,66
40002,Bold Ballpoint Tip,Bold Point Pen,45896,50,90,1.2,6,55,66
40002,Bold Ballpoint Tip,Bold Point Pen,45926,50,90,1.2,6,55,66
40002,Bold Ballpoint Tip,Bold Point Pen,45957,50,90,1.2,6,55,66
40002,Bold Ballpoint Tip,Bold Point Pen,45987,50,90,1.2,6,55,66
40002,Bold Ballpoint Tip,Bold Point Pen,46018,50,90,1.2,6,55,66
40002,Bold Ballpoint Tip,Bold Point Pen,46049,50,90,1.2,6,55,66
40002,Bold Ballpoint Tip,Bold Point Pen,46077,50,90,1.2,6,55,66
40002,Bold Ballpoint Tip,Bold Point Pen,46108,50,90,1.2,6,55,66
40002,Bold Ballpoint Tip,Bold Point Pen,46138,50,90,1.2,6,55,66
40002,Bold Ballpoint Tip,Bold Point Pen,46169,50,90,1.2,6,55,66
40002,Bold Ballpoint Tip,Bold Point Pen,46199,50,90,1.2,6,55,66
40002,Bold Ballpoint Tip,Bold Point Pen,46230,50,90,1.2,6,55,66
40002,Bold Ballpoint Tip,Bold Point Pen,46261,50,90,1.2,6,55,66
40002,Bold Ballpoint Tip,Bold Point Pen,46291,50,90,1.2,6,55,66
40002,Bold Ballpoint Tip,Bold Point Pen,46322,50,90,1.2,6,55,66
40002,Bold Ballpoint Tip,Bold Point Pen,46352,50,90,1.2,6,55,66
20003,Fine Ballpoint Cartridge,Fine Point Pen,45647,50,90,0.75,6,55,41.25
20003,Fine Ballpoint Cartridge,Fine Point Pen,45678,50,90,0.75,6,55,41.25
20003,Fine Ballpoint Cartridge,Fine Point Pen,45706,50,90,0.75,6,55,41.25
20003,Fine Ballpoint Cartridge,Fine Point Pen,45737,50,90,0.75,6,55,41.25
20003,Fine Ballpoint Cartridge,Fine Point Pen,45767,50,90,0.75,6,55,41.25
20003,Fine Ballpoint Cartridge,Fine Point Pen,45798,50,90,0.75,6,55,41.25
20003,Fine Ballpoint Cartridge,Fine Point Pen,45828,50,90,0.75,6,55,41.25
20003,Fine Ballpoint Cartridge,Fine Point Pen,45859,50,90,0.75,6,55,41.25
20003,Fine Ballpoint Cartridge,Fine Point Pen,45890,50,90,0.75,6,55,41.25
20003,Fine Ballpoint Cartridge,Fine Point Pen,45920,50,90,0.75,6,55,41.25
20003,Fine Ballpoint Cartridge,Fine Point Pen,45951,50,90,0.75,6,55,41.25
20003,Fine Ballpoint Cartridge,Fine Point Pen,45981,50,90,0.75,6,55,41.25
20003,Fine Ballpoint Cartridge,Fine Point Pen,46012,50,90,0.75,6,55,41.25
20003,Fine Ballpoint Cartridge,Fine Point Pen,46043,50,90,0.75,6,55,41.25
20003,Fine Ballpoint Cartridge,Fine Point Pen,46071,50,90,0.75,6,55,41.25
20003,Fine Ballpoint Cartridge,Fine Point Pen,46102,50,90,0.75,6,55,41.25
20003,Fine Ballpoint Cartridge,Fine Point Pen,46132,50,90,0.75,6,55,41.25
20003,Fine Ballpoint Cartridge,Fine Point Pen,46163,50,90,0.75,6,55,41.25
20003,Fine Ballpoint Cartridge,Fine Point Pen,46193,50,90,0.75,6,55,41.25
20003,Fine Ballpoint Cartridge,Fine Point Pen,46224,50,90,0.75,6,55,41.25
20003,Fine Ballpoint Cartridge,Fine Point Pen,46255,50,90,0.75,6,55,41.25
20003,Fine Ballpoint Cartridge,Fine Point Pen,46285,50,90,0.75,6,55,41.25
20003,Fine Ballpoint Cartridge,Fine Point Pen,46316,50,90,0.75,6,55,41.25
20003,Fine Ballpoint Cartridge,Fine Point Pen,46346,50,90,0.75,6,55,41.25
30003,Medium Ballpoint Cartridge,Medium Point Pen,45647,150,90,0.9,6,165,148.5
30003,Medium Ballpoint Cartridge,Medium Point Pen,45678,150,90,0.9,6,165,148.5
30003,Medium Ballpoint Cartridge,Medium Point Pen,45706,150,90,0.9,6,165,148.5
30003,Medium Ballpoint Cartridge,Medium Point Pen,45737,150,90,0.9,6,165,148.5
30003,Medium Ballpoint Cartridge,Medium Point Pen,45767,150,90,0.9,6,165,148.5
30003,Medium Ballpoint Cartridge,Medium Point Pen,45798,150,90,0.9,6,165,148.5
30003,Medium Ballpoint Cartridge,Medium Point Pen,45828,150,90,0.9,6,165,148.5
30003,Medium Ballpoint Cartridge,Medium Point Pen,45859,150,90,0.9,6,165,148.5
30003,Medium Ballpoint Cartridge,Medium Point Pen,45890,150,90,0.9,6,165,148.5
30003,Medium Ballpoint Cartridge,Medium Point Pen,45920,150,90,0.9,6,165,148.5
30003,Medium Ballpoint Cartridge,Medium Point Pen,45951,150,90,0.9,6,165,148.5
30003,Medium Ballpoint Cartridge,Medium Point Pen,45981,150,90,0.9,6,165,148.5
30003,Medium Ballpoint Cartridge,Medium Point Pen,46012,150,90,0.9,6,165,148.5
30003,Medium Ballpoint Cartridge,Medium Point Pen,46043,150,90,0.9,6,165,148.5
30003,Medium Ballpoint Cartridge,Medium Point Pen,46071,150,90,0.9,6,165,148.5
30003,Medium Ballpoint Cartridge,Medium Point Pen,46102,150,90,0.9,6,165,148.5
30003,Medium Ballpoint Cartridge,Medium Point Pen,46132,150,90,0.9,6,165,148.5
30003,Medium Ballpoint Cartridge,Medium Point Pen,46163,150,90,0.9,6,165,148.5
30003,Medium Ballpoint Cartridge,Medium Point Pen,46193,150,90,0.9,6,165,148.5
30003,Medium Ballpoint Cartridge,Medium Point Pen,46224,150,90,0.9,6,165,148.5
30003,Medium Ballpoint Cartridge,Medium Point Pen,46255,150,90,0.9,6,165,148.5
30003,Medium Ballpoint Cartridge,Medium Point Pen,46285,150,90,0.9,6,165,148.5
30003,Medium Ballpoint Cartridge,Medium Point Pen,46316,150,90,0.9,6,165,148.5
30003,Medium Ballpoint Cartridge,Medium Point Pen,46346,150,90,0.9,6,165,148.5
40003,Bold Ballpoint Cartridge,Bold Point Pen,45647,75,90,1.2,6,82.5,99
40003,Bold Ballpoint Cartridge,Bold Point Pen,45678,75,90,1.2,6,82.5,99
40003,Bold Ballpoint Cartridge,Bold Point Pen,45706,75,90,1.2,6,82.5,99
40003,Bold Ballpoint Cartridge,Bold Point Pen,45737,75,90,1.2,6,82.5,99
40003,Bold Ballpoint Cartridge,Bold Point Pen,45767,75,90,1.2,6,82.5,99
40003,Bold Ballpoint Cartridge,Bold Point Pen,45798,75,90,1.2,6,82.5,99
40003,Bold Ballpoint Cartridge,Bold Point Pen,45828,75,90,1.2,6,82.5,99
40003,Bold Ballpoint Cartridge,Bold Point Pen,45859,75,90,1.2,6,82.5,99
40003,Bold Ballpoint Cartridge,Bold Point Pen,45890,75,90,1.2,6,82.5,99
40003,Bold Ballpoint Cartridge,Bold Point Pen,45920,75,90,1.2,6,82.5,99
40003,Bold Ballpoint Cartridge,Bold Point Pen,45951,75,90,1.2,6,82.5,99
40003,Bold Ballpoint Cartridge,Bold Point Pen,45981,75,90,1.2,6,82.5,99
40003,Bold Ballpoint Cartridge,Bold Point Pen,46012,75,90,1.2,6,82.5,99
40003,Bold Ballpoint Cartridge,Bold Point Pen,46043,75,90,1.2,6,82.5,99
40003,Bold Ballpoint Cartridge,Bold Point Pen,46071,75,90,1.2,6,82.5,99
40003,Bold Ballpoint Cartridge,Bold Point Pen,46102,75,90,1.2,6,82.5,99
40003,Bold Ballpoint Cartridge,Bold Point Pen,46132,75,90,1.2,6,82.5,99
40003,Bold Ballpoint Cartridge,Bold Point Pen,46163,75,90,1.2,6,82.5,99
40003,Bold Ballpoint Cartridge,Bold Point Pen,46193,75,90,1.2,6,82.5,99
40003,Bold Ballpoint Cartridge,Bold Point Pen,46224,75,90,1.2,6,82.5,99
40003,Bold Ballpoint Cartridge,Bold Point Pen,46255,75,90,1.2,6,82.5,99
40003,Bold Ballpoint Cartridge,Bold Point Pen,46285,75,90,1.2,6,82.5,99
40003,Bold Ballpoint Cartridge,Bold Point Pen,46316,75,90,1.2,6,82.5,99
40003,Bold Ballpoint Cartridge,Bold Point Pen,46346,75,90,1.2,6,82.5,99
10005,Ink Chamber,Fine Point Pen,45647,50,85,1.8,10,57.5,103.5
10005,Ink Chamber,Fine Point Pen,45678,50,85,1.8,10,57.5,103.5
10005,Ink Chamber,Fine Point Pen,45706,50,85,1.8,10,57.5,103.5
10005,Ink Chamber,Fine Point Pen,45737,50,85,1.8,10,57.5,103.5
10005,Ink Chamber,Fine Point Pen,45767,50,85,1.8,10,57.5,103.5
10005,Ink Chamber,Fine Point Pen,45798,50,85,1.8,10,57.5,103.5
10005,Ink Chamber,Fine Point Pen,45828,50,85,1.8,10,57.5,103.5
10005,Ink Chamber,Fine Point Pen,45859,50,85,1.8,10,57.5,103.5
10005,Ink Chamber,Fine Point Pen,45890,50,85,1.8,10,57.5,103.5
10005,Ink Chamber,Fine Point Pen,45920,50,85,1.8,10,57.5,103.5
10005,Ink Chamber,Fine Point Pen,45951,50,85,1.8,10,57.5,103.5
10005,Ink Chamber,Fine Point Pen,45981,50,85,1.8,10,57.5,103.5
10005,Ink Chamber,Fine Point Pen,46012,50,85,1.8,10,57.5,103.5
10005,Ink Chamber,Fine Point Pen,46043,50,85,1.8,10,57.5,103.5
10005,Ink Chamber,Fine Point Pen,46071,50,85,1.8,10,57.5,103.5
10005,Ink Chamber,Fine Point Pen,46102,50,85,1.8,10,57.5,103.5
10005,Ink Chamber,Fine Point Pen,46132,50,85,1.8,10,57.5,103.5
10005,Ink Chamber,Fine Point Pen,46163,50,85,1.8,10,57.5,103.5
10005,Ink Chamber,Fine Point Pen,46193,50,85,1.8,10,57.5,103.5
10005,Ink Chamber,Fine Point Pen,46224,50,85,1.8,10,57.5,103.5
10005,Ink Chamber,Fine Point Pen,46255,50,85,1.8,10,57.5,103.5
10005,Ink Chamber,Fine Point Pen,46285,50,85,1.8,10,57.5,103.5
10005,Ink Chamber,Fine Point Pen,46316,50,85,1.8,10,57.5,103.5
10005,Ink Chamber,Fine Point Pen,46346,50,85,1.8,10,57.5,103.5
10005,Ink Chamber,Medium Point Pen,45647,150,85,1.8,10,172.5,310.5
10005,Ink Chamber,Medium Point Pen,45678,150,85,1.8,10,172.5,310.5
10005,Ink Chamber,Medium Point Pen,45706,150,85,1.8,10,172.5,310.5
10005,Ink Chamber,Medium Point Pen,45737,150,85,1.8,10,172.5,310.5
10005,Ink Chamber,Medium Point Pen,45767,150,85,1.8,10,172.5,310.5
10005,Ink Chamber,Medium Point Pen,45798,150,85,1.8,10,172.5,310.5
10005,Ink Chamber,Medium Point Pen,45828,150,85,1.8,10,172.5,310.5
10005,Ink Chamber,Medium Point Pen,45859,150,85,1.8,10,172.5,310.5
10005,Ink Chamber,Medium Point Pen,45890,150,85,1.8,10,172.5,310.5
10005,Ink Chamber,Medium Point Pen,45920,150,85,1.8,10,172.5,310.5
10005,Ink Chamber,Medium Point Pen,45951,150,85,1.8,10,172.5,310.5
10005,Ink Chamber,Medium Point Pen,45981,150,85,1.8,10,172.5,310.5
10005,Ink Chamber,Medium Point Pen,46012,150,85,1.8,10,172.5,310.5
10005,Ink Chamber,Medium Point Pen,46043,150,85,1.8,10,172.5,310.5
10005,Ink Chamber,Medium Point Pen,46071,150,85,1.8,10,172.5,310.5
10005,Ink Chamber,Medium Point Pen,46102,150,85,1.8,10,172.5,310.5
10005,Ink Chamber,Medium Point Pen,46132,150,85,1.8,10,172.5,310.5
10005,Ink Chamber,Medium Point Pen,46163,150,85,1.8,10,172.5,310.5
10005,Ink Chamber,Medium Point Pen,46193,150,85,1.8,10,172.5,310.5
10005,Ink Chamber,Medium Point Pen,46224,150,85,1.8,10,172.5,310.5
10005,Ink Chamber,Medium Point Pen,46255,150,85,1.8,10,172.5,310.5
10005,Ink Chamber,Medium Point Pen,46285,150,85,1.8,10,172.5,310.5
10005,Ink Chamber,Medium Point Pen,46316,150,85,1.8,10,172.5,310.5
10005,Ink Chamber,Medium Point Pen,46346,150,85,1.8,10,172.5,310.5
10005,Ink Chamber,Bold Point Pen,45647,75,85,1.8,10,86.25,155.25
10005,Ink Chamber,Bold Point Pen,45678,75,85,1.8,10,86.25,155.25
10005,Ink Chamber,Bold Point Pen,45706,75,85,1.8,10,86.25,155.25
10005,Ink Chamber,Bold Point Pen,45737,75,85,1.8,10,86.25,155.25
10005,Ink Chamber,Bold Point Pen,45767,75,85,1.8,10,86.25,155.25
10005,Ink Chamber,Bold Point Pen,45798,75,85,1.8,10,86.25,155.25
10005,Ink Chamber,Bold Point Pen,45828,75,85,1.8,10,86.25,155.25
10005,Ink Chamber,Bold Point Pen,45859,75,85,1.8,10,86.25,155.25
10005,Ink Chamber,Bold Point Pen,45890,75,85,1.8,10,86.25,155.25
10005,Ink Chamber,Bold Point Pen,45920,75,85,1.8,10,86.25,155.25
10005,Ink Chamber,Bold Point Pen,45951,75,85,1.8,10,86.25,155.25
10005,Ink Chamber,Bold Point Pen,45981,75,85,1.8,10,86.25,155.25
10005,Ink Chamber,Bold Point Pen,46012,75,85,1.8,10,86.25,155.25
10005,Ink Chamber,Bold Point Pen,46043,75,85,1.8,10,86.25,155.25
10005,Ink Chamber,Bold Point Pen,46071,75,85,1.8,10,86.25,155.25
10005,Ink Chamber,Bold Point Pen,46102,75,85,1.8,10,86.25,155.25
10005,Ink Chamber,Bold Point Pen,46132,75,85,1.8,10,86.25,155.25
10005,Ink Chamber,Bold Point Pen,46163,75,85,1.8,10,86.25,155.25
10005,Ink Chamber,Bold Point Pen,46193,75,85,1.8,10,86.25,155.25
10005,Ink Chamber,Bold Point Pen,46224,75,85,1.8,10,86.25,155.25
10005,Ink Chamber,Bold Point Pen,46255,75,85,1.8,10,86.25,155.25
10005,Ink Chamber,Bold Point Pen,46285,75,85,1.8,10,86.25,155.25
10005,Ink Chamber,Bold Point Pen,46316,75,85,1.8,10,86.25,155.25
10005,Ink Chamber,Bold Point Pen,46346,75,85,1.8,10,86.25,155.25
